dt,kind,value
2002-04-15,A,-21.1990214015
2002-04-16,A,-20.3112238839
2002-04-17,A,-20.8319124681
2002-04-18,A,-19.8031969456
2002-04-19,A,-18.6484017002
2002-04-20,A,-19.623711798
2002-04-21,A,-19.7382664606
2002-04-22,A,-19.4391763682
2002-04-23,A,-18.0349814692
2002-04-24,A,-15.0664574422
2002-04-25,A,-16.5063731918
2002-04-26,A,-15.597705512
2002-04-27,A,-17.3682672338
2002-04-28,A,-17.1951721411
2002-04-29,A,-16.9359964118
2002-04-30,A,-16.8378934632
2002-05-01,A,-17.3257369475
2002-05-02,A,-17.4453470797
2002-05-03,A,-17.4615319918
2002-05-04,A,-16.982570607
2002-05-05,A,-16.4742294368
2002-05-06,A,-16.2257062243
2002-05-07,A,-16.8869653333
2002-05-08,A,-16.6345879795
2002-05-09,A,-18.2633917414
2002-05-10,A,-17.167781772
2002-05-11,A,-15.6234526627
2002-05-12,A,-16.1079210377
2002-05-13,A,-16.0430751063
2002-05-14,A,-13.5887739736
2002-05-15,A,-13.4469101289
2002-05-16,A,-12.7744144188
2002-05-17,A,-13.9152412356
2002-05-18,A,-13.6691020619
2002-05-19,A,-11.7044042455
2002-05-20,A,-10.5964398868
2002-05-21,A,-11.8294810519
2002-05-22,A,-10.8179502619
2002-05-23,A,-11.3725375235
2002-05-24,A,-11.8666221939
2002-05-25,A,-11.0918265863
2002-05-26,A,-9.93768649162
2002-05-27,A,-11.5870984512
2002-05-28,A,-11.8530184464
2002-05-29,A,-11.7632854904
2002-05-30,A,-12.1383321262
2002-05-31,A,-12.2647400884
2002-06-01,A,-13.9039894578
2002-06-02,A,-13.382417471
2002-06-03,A,-11.2502262385
2002-06-04,A,-12.7403052971
2002-06-05,A,-13.1659656014
2002-06-06,A,-14.4232081785
2002-06-07,A,-13.5711044873
2002-06-08,A,-12.1234606059
2002-06-09,A,-10.1137473657
2002-06-10,A,-8.94355944886
2002-06-11,A,-8.47518141828
2002-06-12,A,-7.79936031487
2002-06-13,A,-7.11057279169
2002-06-14,A,-6.02387912524
2002-06-15,A,-7.35379376411
2002-06-16,A,-8.9900298353
2002-06-17,A,-8.29478230711
2002-06-18,A,-7.44679931972
2002-06-19,A,-8.27643456094
2002-06-20,A,-6.93896701243
2002-06-21,A,-7.645996663
2002-06-22,A,-8.32956531536
2002-06-23,A,-8.95014737264
2002-06-24,A,-9.31082197085
2002-06-25,A,-8.77159365763
2002-06-26,A,-8.17555554742
2002-06-27,A,-8.65961020711
2002-06-28,A,-8.40449720698
2002-06-29,A,-7.01798380631
2002-06-30,A,-5.11077318015
2002-07-01,A,-3.79945497561
2002-07-02,A,-4.98488697259
2002-07-03,A,-5.35943231002
2002-07-04,A,-6.11704261289
2002-07-05,A,-5.45249046922
2002-07-06,A,-6.19705176159
2002-07-07,A,-5.38901581792
2002-07-08,A,-4.45458682434
2002-07-09,A,-5.6372982426
2002-07-10,A,-4.23708207385
2002-07-11,A,-3.86308679138
2002-07-12,A,-2.51991511258
2002-07-13,A,-3.29061559825
2002-07-14,A,-3.41849564984
2002-07-15,A,-2.93619307665
2002-07-16,A,-3.21994654743
2002-07-17,A,-5.21998461
2002-07-18,A,-6.54867501793
2002-07-19,A,-3.91964426532
2002-07-20,A,-2.78224879752
2002-07-21,A,-2.77373520167
2002-07-22,A,-1.96480436524
2002-07-23,A,-1.74998987868
2002-07-24,A,-1.22687597943
2002-07-25,A,0.236402288439
2002-07-26,A,-0.778573354297
2002-07-27,A,-0.748117307667
2002-07-28,A,-1.09774855377
2002-07-29,A,-1.86999082117
2002-07-30,A,-0.715934685396
2002-07-31,A,0.357478849333
2002-08-01,A,1.99125908305
2002-08-02,A,2.93204147305
2002-08-03,A,3.15513063405
2002-08-04,A,4.45457400164
2002-08-05,A,2.55335959469
2002-08-06,A,0.740057253747
2002-08-07,A,1.35663655402
2002-08-08,A,-0.500633913753
2002-08-09,A,-0.656763098595
2002-08-10,A,1.27965777056
2002-08-11,A,1.76095471806
2002-08-12,A,1.79745351813
2002-08-13,A,0.140273695458
2002-08-14,A,0.572984492122
2002-08-15,A,-1.39949206295
2002-08-16,A,-3.33789453846
2002-08-17,A,-2.56816882339
2002-08-18,A,-3.48467236294
2002-08-19,A,-3.07201791885
2002-08-20,A,-1.50392650976
2002-08-21,A,-2.86141946707
2002-08-22,A,-2.63020760447
2002-08-23,A,-0.423178037979
2002-08-24,A,-3.34262595087
2002-08-25,A,-4.2676306559
2002-08-26,A,-5.69208415281
2002-08-27,A,-4.00497197892
2002-08-28,A,-2.53754090965
2002-08-29,A,-3.28445202017
2002-08-30,A,-3.20488163278
2002-08-31,A,-3.29382670262
2002-09-01,A,-3.60993636874
2002-09-02,A,-3.1266050663
2002-09-03,A,-1.80129132261
2002-09-04,A,-3.51317425703
2002-09-05,A,-2.19480403404
2002-09-06,A,-2.10192598588
2002-09-07,A,-1.69104925862
2002-09-08,A,-0.397697591077
2002-09-09,A,-1.2806807132
2002-09-10,A,-0.249812760811
2002-09-11,A,-0.748329060118
2002-09-12,A,-1.80970658827
2002-09-13,A,-3.5318055995
2002-09-14,A,-4.67436072762
2002-09-15,A,-5.61314677822
2002-09-16,A,-4.7720895153
2002-09-17,A,-4.12270340188
2002-09-18,A,-5.28231023531
2002-09-19,A,-6.40388697805
2002-09-20,A,-6.89746524392
2002-09-21,A,-5.96757445979
2002-09-22,A,-5.89114640739
2002-09-23,A,-4.22821723553
2002-09-24,A,-5.60314050238
2002-09-25,A,-7.11081841076
2002-09-26,A,-7.23885702831
2000-01-01,B,1.80874123956
2000-01-02,B,2.27701972093
2000-01-03,B,3.47439231076
2000-01-04,B,2.90613198314
2000-01-05,B,3.4895531744
2000-01-06,B,2.31860545193
2000-01-07,B,1.03808673522
2000-01-08,B,1.1220924703
2000-01-09,B,1.59199999038
2000-01-10,B,0.188527755336
2000-01-11,B,0.515296628293
2000-01-12,B,-0.400056124465
2000-01-13,B,-0.476102126929
2000-01-14,B,0.15908149405
2000-01-15,B,-0.1497742009
2000-01-16,B,1.70850781011
2000-01-17,B,1.9302078363
2000-01-18,B,-0.221204777739
2000-01-19,B,-0.348439503486
2000-01-20,B,-0.146245286369
2000-01-21,B,1.00368283382
2000-01-22,B,0.958751967005
2000-01-23,B,-0.486826035738
2000-01-24,B,-1.39586876523
2000-01-25,B,-2.09223056438
2000-01-26,B,0.241166531921
2000-01-27,B,1.27723120133
2000-01-28,B,-0.931927616393
2000-01-29,B,1.05130757244
2000-01-30,B,3.96425256925
2000-01-31,B,5.80564766698
2000-02-01,B,5.01843855444
2000-02-02,B,5.1413869479
2000-02-03,B,3.89528834207
2000-02-04,B,4.52586613646
2000-02-05,B,2.43361651078
2000-02-06,B,2.10814283668
2000-02-07,B,4.21168480851
2000-02-08,B,4.58645272491
2000-02-09,B,4.19465383408
2000-02-10,B,4.65903322222
2000-02-11,B,6.33794887539
2000-02-12,B,8.44972045383
2000-02-13,B,7.98637719014
2000-02-14,B,7.24870616349
2000-02-15,B,7.4570599665
2000-02-16,B,6.09948892137
2000-02-17,B,7.6842774264
2000-02-18,B,7.597487887
2000-02-19,B,6.50332953602
2000-02-20,B,6.31117838585
2000-02-21,B,7.24331283988
2000-02-22,B,8.036404608
2000-02-23,B,6.48536610587
2000-02-24,B,7.51937993705
2000-02-25,B,9.40461313113
2000-02-26,B,10.5982408776
2000-02-27,B,9.92984712054
2000-02-28,B,9.7575946419
2000-02-29,B,10.6610653998
2000-03-01,B,9.00833541685
2000-03-02,B,8.15485138121
2000-03-03,B,7.79685391248
2000-03-04,B,7.56767130091
2000-03-05,B,6.34248586327
2000-03-06,B,7.62097884647
2000-03-07,B,7.04831028281
2000-03-08,B,6.30140821087
2000-03-09,B,6.06146757025
2000-03-10,B,5.30008511256
2000-03-11,B,5.38582918347
2000-03-12,B,6.21557651434
2000-03-13,B,6.46650259333
2000-03-14,B,7.35795605217
2000-03-15,B,7.53610621655
2000-03-16,B,6.33508655209
2000-03-17,B,6.58151477654
2000-03-18,B,6.59223188928
2000-03-19,B,5.95199468535
2000-03-20,B,5.3243999572
2000-03-21,B,4.77905677069
2000-03-22,B,4.51088858057
2000-03-23,B,4.98559381118
2000-03-24,B,4.29195088476
2000-03-25,B,3.35492174164
2000-03-26,B,3.99847263867
2000-03-27,B,4.40318620747
2000-03-28,B,4.48996709466
2000-03-29,B,3.25138690458
2000-03-30,B,2.63778419799
2000-03-31,B,1.71078038693
2000-04-01,B,3.34324150222
2000-04-02,B,2.31084210677
2000-04-03,B,1.58895417774
2000-04-04,B,2.33159778311
2000-04-05,B,0.833909782543
2000-04-06,B,0.470058375832
2000-04-07,B,1.41607170604
2000-04-08,B,0.0531932416836
2000-04-09,B,1.0749757348
2000-04-10,B,-0.719494342821
2000-04-11,B,-0.701569766178
2000-04-12,B,-0.894886046215
2000-04-13,B,0.0518378303928
2000-04-14,B,1.69384028917
2000-04-15,B,0.617801679465
2000-04-16,B,0.223297280474
2000-04-17,B,-1.29179013947
2000-04-18,B,-0.832454313514
2000-04-19,B,-0.857361442815
2000-04-20,B,0.259619806435
2000-04-21,B,-0.235281165853
2000-04-22,B,-0.393704479595
2000-04-23,B,-0.736087735467
2000-04-24,B,-1.30342073733
2000-04-25,B,-0.639215610806
2000-04-26,B,0.585161123123
2000-04-27,B,0.964783035545
2000-04-28,B,1.15414465574
2000-04-29,B,2.1389420686
2000-04-30,B,2.13816363538
2000-05-01,B,1.19580716755
2000-05-02,B,2.68429770039
2000-05-03,B,1.61089537069
2000-05-04,B,0.453498699524
2000-05-05,B,1.33561947224
2000-05-06,B,1.66777875541
2000-05-07,B,2.09994473651
2000-05-08,B,2.30927053897
2000-05-09,B,2.55298280522
2000-05-10,B,2.61069723831
2000-05-11,B,3.70811317982
2000-05-12,B,3.89591820308
2000-05-13,B,3.57190521797
2000-05-14,B,2.54161844563
2000-05-15,B,1.24740241778
2000-05-16,B,-0.780163610592
2000-05-17,B,-0.740435195229
2000-05-18,B,-0.766500263494
2000-05-19,B,-1.07001503066
2000-05-20,B,-1.78827433849
2000-05-21,B,-0.710267251941
2000-05-22,B,-1.69296159122
2000-05-23,B,-0.989157160139
2000-05-24,B,-1.09947706794
2000-05-25,B,-1.06532621818
2000-05-26,B,-0.663049030991
2000-05-27,B,-2.85517536166
2000-05-28,B,-2.57787521538
2000-05-29,B,-2.02093522464
2000-05-30,B,-2.08177064444
2000-05-31,B,-2.79327442849
2000-06-01,B,-4.5139277999
2000-06-02,B,-3.63280576654
2000-06-03,B,-4.19075889974
2000-06-04,B,-3.43496382146
2000-06-05,B,-3.61065923198
2000-06-06,B,-5.17375735958
2000-06-07,B,-4.74844704414
2000-06-08,B,-4.20159193212
2000-06-09,B,-3.77278962167
2000-06-10,B,-4.47329287111
2000-06-11,B,-5.23241843395
2000-06-12,B,-4.98854257644
2000-06-13,B,-4.71348144092
2000-06-14,B,-4.43625023908
2000-06-15,B,-6.22245394255
2000-06-16,B,-4.0987725882
2000-06-17,B,-4.95155959716
2000-06-18,B,-5.05374339441
2000-06-19,B,-5.40456930523
2000-06-20,B,-5.16075809944
2000-06-21,B,-4.51867333751
2000-06-22,B,-5.93429285382
2000-06-23,B,-3.86196214187
2000-06-24,B,-3.56576659987
2000-06-25,B,-3.28695856555
2000-06-26,B,-3.7003955061
2000-06-27,B,-3.96075751439
2000-06-28,B,-2.72298523368
2000-06-29,B,-3.53895348495
2000-06-30,B,-2.6247207377
2000-07-01,B,-1.90852521494
2000-07-02,B,-0.304967361225
2000-07-03,B,-0.212967611662
2000-07-04,B,1.41971586523
2000-07-05,B,1.4083353217
2000-07-06,B,1.54580242141
2000-07-07,B,0.963874587858
2000-07-08,B,0.53094962639
2000-07-09,B,-1.0803777352
2000-07-10,B,-0.851074325649
2000-07-11,B,-0.829371754272
2000-07-12,B,-0.577721893
2000-07-13,B,0.40264576219
2000-07-14,B,0.79461973422
2000-07-15,B,1.82281477452
2000-07-16,B,1.93891142176
2000-07-17,B,3.28708964901
2000-07-18,B,3.46023680939
2000-07-19,B,4.93902115929
2000-07-20,B,5.3679618609
2000-07-21,B,7.12598995633
2000-07-22,B,7.35331683063
2000-07-23,B,5.88354758105
2000-07-24,B,5.57679526332
2000-07-25,B,5.99144019579
2000-07-26,B,6.1601704968
2000-07-27,B,6.32216374897
2000-07-28,B,6.8983990171
2000-07-29,B,6.87817304843
2000-07-30,B,6.1431757891
2000-07-31,B,5.3173591001
2000-08-01,B,3.85916280352
2000-08-02,B,3.12885156953
2000-08-03,B,1.92499528539
2000-08-04,B,1.37368840477
2000-08-05,B,-0.529740676198
2000-08-06,B,-0.705559192127
2000-08-07,B,-1.66763243786
2000-08-08,B,-0.167472378821
2000-08-09,B,0.264562107186
2000-08-10,B,0.201681126062
2000-08-11,B,-0.880261674028
2000-08-12,B,-1.45913353888
2000-08-13,B,-1.57605252973
2000-08-14,B,-1.56789525382
2000-08-15,B,-0.353882663275
2000-08-16,B,-2.08065947446
2000-08-17,B,-1.89837785054
2000-08-18,B,-3.64778245004
2000-08-19,B,-3.33737053982
2000-08-20,B,-4.65569776198
2000-08-21,B,-5.30000551346
2000-08-22,B,-5.27651980372
2000-08-23,B,-3.80031757175
2000-08-24,B,-3.76720928557
2000-08-25,B,-4.46597725496
2000-08-26,B,-4.44273162104
2000-08-27,B,-6.51082014949
2000-08-28,B,-7.29120821542
2000-08-29,B,-9.76548803897
2000-08-30,B,-10.1464414029
2000-08-31,B,-10.4445388501
2000-09-01,B,-9.85067220831
2000-09-02,B,-9.12821648858
2000-09-03,B,-9.01438847297
2000-09-04,B,-7.69637967835
2000-09-05,B,-6.30923351956
2000-09-06,B,-5.87413522227
2000-09-07,B,-6.0231585226
2000-09-08,B,-6.71530569486
2000-09-09,B,-5.97682970616
2000-09-10,B,-6.27738011746
2000-09-11,B,-5.91514726283
2000-09-12,B,-5.86842444873
2000-09-13,B,-5.9551241146
2000-09-14,B,-5.39418137679
2000-09-15,B,-5.87340778357
2000-09-16,B,-6.64570739317
2000-09-17,B,-7.06851223398
2000-09-18,B,-5.41126978156
2000-09-19,B,-4.72503216567
2000-09-20,B,-4.47221506423
2000-09-21,B,-4.00658538618
2000-09-22,B,-4.35389814487
2000-09-23,B,-5.35116151071
2000-09-24,B,-5.57837742919
2000-09-25,B,-5.25014816182
2000-09-26,B,-2.4033408633
2000-09-27,B,-4.0919033841
2000-09-28,B,-5.46363177282
2000-09-29,B,-5.69732067825
2000-09-30,B,-6.32054399716
2000-10-01,B,-3.13915252626
2000-10-02,B,-3.36859104328
2000-10-03,B,-3.9892233039
2000-10-04,B,-3.70450616481
2000-10-05,B,-4.13076594339
2000-10-06,B,-3.65422761491
2000-10-07,B,-3.8901839194
2000-10-08,B,-4.33952952269
2000-10-09,B,-4.05731531768
2000-10-10,B,-3.14156044552
2000-10-11,B,-4.54171653601
2000-10-12,B,-3.10931400612
2000-10-13,B,-3.29618105442
2000-10-14,B,-2.42717545474
2000-10-15,B,-3.81883829719
2000-10-16,B,-4.65673550656
2000-10-17,B,-3.84547711151
2000-10-18,B,-1.63776872631
2000-10-19,B,-2.04372515337
2000-10-20,B,-3.2058621044
2000-10-21,B,-2.72875514659
2000-10-22,B,-1.53058643406
2000-10-23,B,-0.0819182166147
2000-10-24,B,1.04663306926
2000-10-25,B,1.05402660683
2000-10-26,B,0.338568776151
2000-10-27,B,-0.0369659379844
2000-10-28,B,0.542382523589
2000-10-29,B,1.39230854501
2000-10-30,B,0.524068570599
2000-10-31,B,1.12021636278
2000-11-01,B,1.37049426391
2000-11-02,B,-0.631249973716
2000-11-03,B,0.282524726272
2000-11-04,B,0.786119165019
2000-11-05,B,0.827820647677
2000-11-06,B,1.43717961974
2000-11-07,B,2.02390475263
2000-11-08,B,2.39042334402
2000-11-09,B,2.42764213692
2000-11-10,B,3.27097857351
2000-11-11,B,2.50308766038
2000-11-12,B,2.47728557146
2000-11-13,B,3.94503281973
2000-11-14,B,4.49852058964
2000-11-15,B,4.38380262592
2000-11-16,B,3.47127310079
2000-11-17,B,2.65685725673
2000-11-18,B,2.72752106257
2000-11-19,B,3.06703977166
2000-11-20,B,2.98208565029
2000-11-21,B,4.76841142757
2000-11-22,B,5.99191866803
2000-11-23,B,5.82716425596
2000-11-24,B,5.6826863114
2000-11-25,B,4.69442768384
2000-11-26,B,4.70934706637
2000-11-27,B,5.63861784864
2000-11-28,B,6.46438114319
2000-11-29,B,6.26476262027
2000-11-30,B,5.92892604584
2000-12-01,B,4.65789422855
2000-12-02,B,5.32751836074
2000-12-03,B,6.0058287717
2000-12-04,B,6.49905148461
2000-12-05,B,5.76852804394
2000-12-06,B,5.98956464817
2000-12-07,B,5.33040304223
2000-12-08,B,6.30489797884
2000-12-09,B,4.65090577993
2000-12-10,B,3.78599622901
2000-12-11,B,3.95979846355
2000-12-12,B,5.45559741118
2000-12-13,B,6.00220226269
2000-12-14,B,4.66160378435
2000-12-15,B,4.49186476402
2000-12-16,B,6.03658293768
2000-12-17,B,6.46633284382
2000-12-18,B,5.51079078922
2000-12-19,B,7.78574484021
2000-12-20,B,6.27361563147
2000-12-21,B,7.10652816522
2000-12-22,B,7.66402863073
2000-12-23,B,10.2445174022
2000-12-24,B,11.0569176229
2000-12-25,B,12.1668247355
2000-12-26,B,11.2453158167
2000-12-27,B,10.1011335271
2000-12-28,B,10.9922572764
2000-12-29,B,11.2628241173
2000-12-30,B,9.90947672048
2000-12-31,B,9.21389983375
2001-01-01,B,7.90929809549
2001-01-02,B,7.15588319634
2001-01-03,B,8.69513016734
2001-01-04,B,8.9754825468
2001-01-05,B,9.55202160151
2001-01-06,B,10.7508788457
2001-01-07,B,11.2939847137
2001-01-08,B,10.2194647842
2001-01-09,B,9.08978048439
2001-01-10,B,8.96588631403
2001-01-11,B,9.59237009527
2001-01-12,B,8.55992679406
2001-01-13,B,7.70969436881
2001-01-14,B,7.33747063127
2001-01-15,B,8.00216616438
2001-01-16,B,8.80526546276
2001-01-17,B,9.91684725111
2001-01-18,B,9.77796033008
2001-01-19,B,9.08143452181
2001-01-20,B,7.72144557045
2001-01-21,B,7.81757977411
2001-01-22,B,8.45862187548
2001-01-23,B,7.9768755993
2001-01-24,B,9.32575330548
2001-01-25,B,9.80197303809
2001-01-26,B,11.4161623243
2001-01-27,B,9.65215868225
2001-01-28,B,10.6616431376
2001-01-29,B,12.3328561025
2001-01-30,B,14.1909229518
2001-01-31,B,14.0885366613
2001-02-01,B,14.2239149977
2001-02-02,B,13.555898902
2001-02-03,B,12.5861017177
2001-02-04,B,13.3163586807
2001-02-05,B,14.4257035018
2001-02-06,B,15.4972133007
2001-02-07,B,15.0232575131
2001-02-08,B,14.5047660244
2001-02-09,B,16.2582272924
2001-02-10,B,17.0227700187
2001-02-11,B,17.9392856574
2001-02-12,B,16.9793748161
2001-02-13,B,17.9757452203
2001-02-14,B,18.3658231377
2001-02-15,B,18.7274746554
2001-02-16,B,17.8746123659
2001-02-17,B,18.1651184846
2001-02-18,B,17.5014339137
2001-02-19,B,18.7402103521
2001-02-20,B,18.8144246365
2001-02-21,B,18.949478272
2001-02-22,B,19.6379384625
2001-02-23,B,18.3883198114
2001-02-24,B,16.4943555564
2001-02-25,B,15.7461283877
2001-02-26,B,16.7972380658
2001-02-27,B,16.5688542125
2001-02-28,B,15.1245351536
2001-03-01,B,15.7132193424
2001-03-02,B,16.2050891074
2001-03-03,B,16.0642781446
2001-03-04,B,14.707530481
2001-03-05,B,17.0491368674
2001-03-06,B,14.9845333686
2001-03-07,B,12.9117377601
2001-03-08,B,12.1476911465
2001-03-09,B,13.0806349265
2001-03-10,B,14.0336902228
2001-03-11,B,14.0923284529
2001-03-12,B,13.6309789707
2001-03-13,B,14.5119710366
2001-03-14,B,14.1923836282
2001-03-15,B,14.7940744146
2001-03-16,B,15.5640307084
2001-03-17,B,14.6471943134
2001-03-18,B,14.1029410812
2001-03-19,B,14.7398052213
2001-03-20,B,14.2323590603
2001-03-21,B,13.89307658
2001-03-22,B,13.6983839097
2001-03-23,B,13.6180721689
2001-03-24,B,13.5601792445
2001-03-25,B,13.6620097211
2001-03-26,B,13.7861261892
2001-03-27,B,14.4966189993
2001-03-28,B,14.3986208273
2001-03-29,B,13.8032116717
2001-03-30,B,11.9890861877
2001-03-31,B,11.0171261249
2001-04-01,B,10.9281937944
2001-04-02,B,12.2169998196
2001-04-03,B,11.7959010718
2001-04-04,B,11.9909582961
2001-04-05,B,10.9008736335
2001-04-06,B,10.5022183536
2001-04-07,B,11.2903648576
2001-04-08,B,11.2211194196
2001-04-09,B,10.6854533065
2001-04-10,B,10.937886501
2001-04-11,B,11.9724513873
2001-04-12,B,12.8254242006
2001-04-13,B,12.8700359987
2001-04-14,B,12.5954209463
2001-04-15,B,13.6417912904
2001-04-16,B,12.7201818989
2001-04-17,B,12.5835874061
2001-04-18,B,11.4118249463
2001-04-19,B,12.3452033169
2001-04-20,B,12.9343733558
2001-04-21,B,12.0627894044
2001-04-22,B,10.0573050304
2001-04-23,B,10.3422178338
2001-04-24,B,8.51894452685
2001-04-25,B,10.2094076943
2001-04-26,B,12.6691809016
2001-04-27,B,12.9516371583
2001-04-28,B,12.8073311826
2001-04-29,B,12.1568384933
2001-04-30,B,11.2648562816
2001-05-01,B,11.2766764893
2001-05-02,B,11.3346678179
2001-05-03,B,11.9520350804
2001-05-04,B,12.9810576268
2001-05-05,B,11.961154349
2001-05-06,B,10.2144343782
2001-05-07,B,8.53502585062
2001-05-08,B,8.8747348352
2001-05-09,B,9.61476209147
2001-05-10,B,8.26087425468
2001-05-11,B,8.14527327234
2001-05-12,B,7.24571920691
2001-05-13,B,5.68285140597
2001-05-14,B,6.21306734277
2001-05-15,B,6.09355129672
2001-05-16,B,6.8799711544
2001-05-17,B,7.33834872337
2001-05-18,B,7.60261439142
2001-05-19,B,7.12782300355
2001-05-20,B,6.12549473533
2001-05-21,B,7.26884453093
2001-05-22,B,6.66741973209
2001-05-23,B,7.19004071151
2001-05-24,B,6.8462990771
2001-05-25,B,5.76530711923
2001-05-26,B,5.54594672886
2001-05-27,B,5.30636631577
2001-05-28,B,6.33412476159
2001-05-29,B,7.19940661041
2001-05-30,B,6.33108566582
2001-05-31,B,7.56451622108
2001-06-01,B,6.12529670166
2001-06-02,B,5.87797340902
2001-06-03,B,6.19665006099
2001-06-04,B,6.1712666339
2001-06-05,B,6.19053582239
2001-06-06,B,5.87622816483
2001-06-07,B,7.40307587363
2001-06-08,B,9.12375615137
2001-06-09,B,7.57114538447
2001-06-10,B,7.76196039764
2001-06-11,B,8.22935049751
2001-06-12,B,7.85648750294
2001-06-13,B,7.01437885065
2001-06-14,B,7.51646275752
2001-06-15,B,7.79256323096
2001-06-16,B,7.6421919652
2001-06-17,B,8.6649267243
2001-06-18,B,9.26723828294
2001-06-19,B,9.51215547168
2001-06-20,B,9.91362177135
2001-06-21,B,11.6345940069
2001-06-22,B,13.244099984
2001-06-23,B,12.7057154515
2001-06-24,B,12.128037966
2001-06-25,B,8.9231081528
2001-06-26,B,7.90392520463
2001-06-27,B,6.35128561604
2001-06-28,B,7.39348358737
2001-06-29,B,6.75730816753
2001-06-30,B,7.2204557917
2001-07-01,B,7.18079387964
2001-07-02,B,7.58358153274
2001-07-03,B,7.16479612309
2001-07-04,B,8.44420948694
2001-07-05,B,10.519817096
2001-07-06,B,9.69195085477
2001-07-07,B,9.53887470374
2001-07-08,B,9.4100037236
2001-07-09,B,7.79903822068
2001-07-10,B,6.82653693661
2001-07-11,B,7.5264660172
2001-07-12,B,8.90710720503
2001-07-13,B,8.75900529905
2001-07-14,B,7.52808401121
2001-07-15,B,8.75393167094
2001-07-16,B,9.43467417905
2001-07-17,B,10.0880275971
2001-07-18,B,10.0764909487
2001-07-19,B,9.5884008641
2001-07-20,B,9.47490322053
2001-07-21,B,9.01762429274
2001-07-22,B,9.45436000321
2001-07-23,B,10.8675148487
2001-07-24,B,10.2841129361
2001-07-25,B,9.74434906254
2001-07-26,B,9.28388684329
2001-07-27,B,8.45433979388
2001-07-28,B,9.61755826435
2001-07-29,B,8.53151419626
2001-07-30,B,7.32947194589
2001-07-31,B,8.06120939115
2001-08-01,B,6.83815657415
2001-08-02,B,6.75694892076
2001-08-03,B,7.47599033374
2001-08-04,B,6.48280589973
2001-08-05,B,5.46655809753
2001-08-06,B,7.18338919721
2001-08-07,B,7.19457275039
2001-08-08,B,5.54282652886
2001-08-09,B,6.04928588518
2001-08-10,B,5.57432943862
2001-08-11,B,4.80680284493
2001-08-12,B,4.90472041892
2001-08-13,B,4.99212211181
2001-08-14,B,4.84807543812
2001-08-15,B,4.65557175436
2001-08-16,B,4.0669384321
2001-08-17,B,2.61776169017
2001-08-18,B,3.01466037948
2001-08-19,B,1.91018227757
2001-08-20,B,3.05373052143
2001-08-21,B,1.58609905331
2001-08-22,B,1.28438801651
2001-08-23,B,2.47367084801
2001-08-24,B,2.64390184762
2001-08-25,B,3.83158939699
2001-08-26,B,4.09800579119
2001-08-27,B,2.81606351426
2001-08-28,B,1.75991214237
2001-08-29,B,1.44241466338
2001-08-30,B,2.4282371669
2001-08-31,B,2.2633308612
2001-09-01,B,1.90944503975
2001-09-02,B,1.72448328266
2001-09-03,B,2.05759153779
2001-09-04,B,2.06428218576
2001-09-05,B,1.73021291913
2001-09-06,B,0.661952687442
2001-09-07,B,1.172726713
2001-09-08,B,-0.401931780441
2001-09-09,B,-1.46533192682
2001-09-10,B,-1.06579487619
2001-09-11,B,-2.56601636951
2001-09-12,B,-0.065068609424
2001-09-13,B,-0.124714723033
2001-09-14,B,0.228201686115
2001-09-15,B,0.0877566102086
2001-09-16,B,1.55932281507
2001-09-17,B,0.91539828701
2001-09-18,B,1.53696409043
2001-09-19,B,-0.277476175026
2001-09-20,B,-0.850738856153
2001-09-21,B,-2.61006758789
2001-09-22,B,-2.79375367057
2001-09-23,B,-3.40102406873
2001-09-24,B,-2.55725626987
2001-09-25,B,-1.36326409512
2001-09-26,B,-2.78388205233
2001-09-27,B,-2.82909551034
2001-09-28,B,-3.48747039188
2001-09-29,B,-3.28523267566
2001-09-30,B,-2.2197254869
2001-10-01,B,-3.957783633
2001-10-02,B,-2.46093396601
2001-10-03,B,-2.14582564389
2001-10-04,B,-2.85103676137
2001-10-05,B,-1.68159359785
2001-10-06,B,-1.99277624441
2001-10-07,B,-1.57535689818
2001-10-08,B,-0.226863400086
2001-10-09,B,-0.0991756797377
2001-10-10,B,0.79215754056
2001-10-11,B,1.24523184267
2001-10-12,B,3.21895669293
2001-10-13,B,4.35979502528
2001-10-14,B,3.57403639315
2001-10-15,B,4.51860689804
2001-10-16,B,4.03898743909
2001-10-17,B,4.76111279629
2001-10-18,B,4.87407414417
2001-10-19,B,5.52447457614
2001-10-20,B,5.14636425507
2001-10-21,B,6.04016061312
2001-10-22,B,4.10021084645
2001-10-23,B,4.64095342231
2001-10-24,B,7.75227985182
2001-10-25,B,6.72588754547
2001-10-26,B,7.40355767764
2001-10-27,B,7.76804390225
2001-10-28,B,9.4896144758
2001-10-29,B,9.80183086702
2001-10-30,B,7.39768289628
2001-10-31,B,6.3053968676
2001-11-01,B,5.7533935573
2001-11-02,B,6.0396863675
2001-11-03,B,5.31522909464
2001-11-04,B,6.1259996195
2001-11-05,B,6.47589903292
2001-11-06,B,5.74619392759
2001-11-07,B,7.58442409487
2001-11-08,B,7.79848822551
2001-11-09,B,8.23635316699
2001-11-10,B,8.13795490123
2001-11-11,B,7.90754666102
2001-11-12,B,8.48969351802
2001-11-13,B,8.05397910735
2001-11-14,B,7.96769800588
2001-11-15,B,7.81724601353
2001-11-16,B,9.48555873814
2001-11-17,B,11.0725644031
2001-11-18,B,11.3051629515
2001-11-19,B,10.7871813118
