company_id,name_latest,names_previous
1339225,"Microsmart Devices, Inc.",
1339256,"HOT Mamas Foods, Inc.",
1339455,"Somaxon Pharmaceuticals, Inc.",
1339469,"Chiasma, Inc",
1339553,"Healthspring, Inc.",
1339605,"H&E Equipment Services, Inc.",
1339854,China Yili Petroleum CO,
1339920,Strats SM Trust FOR Goldman Sachs CAP I SEC Series 2005-3,
1339947,Viacom Inc.,
1339970,Atyr Pharma Inc,
1340041,"Complete Production Services, Inc.",
1340095,Glenrose Instruments Inc.,
1340122,"Calumet Specialty Products Partners, L.P.",
1340127,Carbonite Inc,
1340282,Rosetta Resources Inc.,
1340554,Party City Holdings Inc.,
1340652,"Chemocentryx, Inc.",
1340786,"Fuel Systems Solutions, Inc.",
1340909,"Strats SM Trust FOR Wal-Mart Stores, Inc. Securities, Series 2005-4",
1341141,"Catchmark Timber Trust, Inc.","Wells Timberland Reit, Inc."
1341235,"Aldeyra Therapeutics, Inc.",
1341293,Neogenix Oncology Inc,
1341318,"Lake Shore Bancorp, Inc.",
1341319,Redtone Asia Inc,
1341439,Oracle Corp,
1341470,"Banks.Com, Inc.",
1341726,"Gulfslope Energy, Inc.","Plan A Promotions, Inc."
1341766,"Celsius Holdings, Inc.",
1341768,Deal A DAY Group Corp.,
1341780,"China Daqing M&H Petroleum, Inc.",
1341808,China Pharmaceuticals Inc,
1341843,"Polymedix, Inc",
1341878,"B-Scada, Inc.",Mobiform Software Inc
1341995,"Virtual Medical Centre, Inc.",
1342126,Morgans Hotel Group CO.,
1342154,"Strats (Sm) Trust FOR Jpmorgan Chase Capital Xvii Securities, Series 2005-5",
1342287,General Finance Corp,
1342423,Limoneira CO,
1342505,Accellent Inc,
1342514,Atlas America Series 26-2005 L.P.,
1342643,"Worthington Energy, Inc.",Paxton Energy Inc
1342792,Worldwide Strategies Inc,
1342854,Paramount Gold & Silver Corp.,
1342916,Clenergen Corp,
1342936,"Advanced Voice Recognition Systems, Inc",
1342958,Digital Ally Inc,
1343009,Cannabics Pharmaceuticals Inc.,American Mining CorpThrust Energy Corp.
1343011,Laureate Resources & Steel Industries Inc.,
1343034,TWO River Bancorp,Community Partners Bancorp
1343254,Dominovas Energy Corp,Western Standard Energy Corp.
1343257,BCM Energy Partners Inc.,
1343465,"PF Hospitality Group, Inc.",
1343491,"Strats(Sm) Trust FOR Dominion Resources, Inc. Securities, Series 2005-6",
1343601,West Canyon Energy Corp.,
1343719,Energy XXI LTD,Energy XXI (Bermuda) LTD
1343979,"Cirque Energy, Inc.","Eworld Interactive, Inc.Green Energy Renewable Solutions, Inc."
1344154,Envision Healthcare Corp,Emergency Medical Services Corp
1344394,Colorado Goldfields Inc.,
1344413,Alexza Pharmaceuticals Inc.,
1344494,Pregis Holding II Corp,
1344530,"Reef Global Energy Vii, L.P.",
1344596,"American Railcar Industries, Inc.",
1344632,"Lawson Software, Inc.",
1344736,Global 2.0,Bridgetech Holdings International IncGlobal Seafood Holdings Corp
1344807,"Globalpaynet Holdings, Inc.",
1344907,"Global Traffic Network, Inc.",
1344970,United Community Bancorp,
1344980,"Alliance Holdings GP, L.P.",
1345016,Yelp Inc,
1345111,TIM Hortons Inc.,
1345122,Compass Group Diversified Holdings LLC,
1345126,Compass Diversified Holdings,
1345432,Perfectenergy International LTD,
1345756,Panex Resources Inc.,
1345801,Nuveen Diversified Commodity Fund,
1345840,"Hughes Communications, Inc.",
1345865,Buildablock Corp.,"Hipso Multimedia, Inc."
1345913,"Deltron, Inc.",
1345991,World Monitor Trust III - Series J,
1346022,Enertopia Corp.,
1346096,MS Structured Saturns Series 2005-3,
1346222,First United Ethanol LLC,
1346287,China Teletech Holding Inc,"Guangzhou Global Telecom, Inc."
1346346,"Confederate Motors, Inc.",
1346526,"ESP Resources, Inc.",
1346616,Ishares S&P Gsci Commodity-Indexed Investing Pool LLC,
1346655,"CMG Holdings Group, Inc.","CMG Holdings, Inc."
1346757,MS Structured Tiles Series 2005-1,
1346830,"Cara Therapeutics, Inc.",
1346917,"Gentor Resources, Inc.",
1346922,Homeowners OF America Holding Corp,
1346973,Praxsyn Corp,"PET Airways Inc.Paws PET Company, Inc."
1346980,"Chaparral Energy, Inc.",
1347022,Positiveid Corp,
1347078,"Bitzio, Inc.",Rocky Mountain Fudge CO IN
1347178,Vanda Pharmaceuticals Inc.,
1347185,AFS Sensub Corp.,
1347218,"Atlas Energy, L.P.",
1347452,"Andalay Solar, Inc.","Westinghouse Solar, Inc."
1347523,"Landmark Apartment Trust, Inc.","Apartment Trust OF America, Inc.Landmark Apartment Trust OF America, Inc."
1347613,"Synergy Pharmaceuticals, Inc.",
1347652,"Corenergy Infrastructure Trust, Inc.",Tortoise Capital Resources Corp
1347815,"Flagstone Reinsurance Holdings, S.A.",
1347858,"22nd Century Group, Inc.",
1347870,Imogo Mobile Technologies Corp.,Monza Ventures Inc.
1348259,Validus Holdings LTD,
1348324,LDR Holding Corp,
1348334,Barracuda Networks Inc,
1348362,Lexaria Bioscience Corp.,Lexaria Corp.
1348610,Soltera Mining Corp.,
1348649,"Colucid Pharmaceuticals, Inc.",
1348788,Tresoro Mining Corp.,Mercer Gold Corp.
1348911,"Carbylan Therapeutics, Inc.",
1348952,"Entergy Louisiana, LLC",
1349365,"Wifi Wireless, Inc.",
1349371,Black Hawk Exploration,
1349436,Sandridge Energy Inc,
1349437,Towerstream Corp,
1349454,"Trulia, Inc.",
1349577,MS Structured Tiles Series 2006-1,
1349593,Floridian Financial Group Inc,
1349922,"Universal Tracking Solutions, Inc",
1349929,"Cancer Genetics, Inc",
1349976,American Standard Energy Corp.,
1350072,"CMS Bancorp, Inc.",
1350073,"Iconic Brands, Inc.",
1350102,"Ascent Solar Technologies, Inc.",
1350156,Preaxia Health Care Payment Systems Inc.,
1350381,Innerworkings Inc,
1350420,"Lincolnway Energy, LLC",
1350421,HK Ebus Corp,"Rambo Medical Group, Inc.Viper Resources,Inc."
1350567,Rockies Region Private LP,
1350593,"Mueller Water Products, Inc.",
1350653,"Alphatec Holdings, Inc.",
1350684,"China Information Technology, Inc.",
1350770,Black Tusk Minerals Inc.,
1350773,Kitara Media Corp.,Ascend Acquisition Corp.
1351051,"Genesis Healthcare, Inc.","Skilled Healthcare Group, Inc."
1351285,Rosetta Stone Inc,
1351345,Education Realty Operating Partnership L P,
1351541,"Delek US Holdings, Inc.",
1351765,South American Gold Corp.,
1351901,Commonwealth Income & Growth Fund VI,
1352010,"Epam Systems, Inc.",
1352081,Cardinal Ethanol LLC,
1352190,Ridgewood Energy S Fund LLC,
1352302,"Geomet, Inc.",
1352341,Verigy Ltd.,
1352482,"Beijing Century Health Medical, Inc.",
1352801,Burger King Holdings Inc,
1352819,Elandia International Inc.,
1352858,"AGR Tools, Inc.",
1352952,Accelerize Inc.,Accelerize NEW Media Inc
1353174,Alarion Financial Services Inc,
1353209,"Loopnet, Inc.",
1353226,"Strats(Sm) Trust FOR Procter & Gamble Securities, Series 2006-1",
1353282,Managed Futures Premier Warrington L.P.,Warrington Fund LP
1353283,Splunk Inc,
1353307,"China Marketing Media Holdings, Inc.",
1353386,Liandi Clean Technology Inc.,
1353406,Redhawk Holdings Corp.,Independence Energy Corp.
1353487,Magnegas Corp,
1353499,MAX Sound Corp,
1353505,Voiceserve Inc,
1353523,Congaree Bancshares Inc,
1353538,Newtown Lane Marketing Inc,
1353611,Currencyshares British Pound Sterling Trust,
1353612,Currencyshares Canadian Dollar Trust,
1353613,Currencyshares Japanese YEN Trust,
1353614,Currencyshares Australian Dollar Trust,
1353615,Currencyshares Swiss Franc Trust,
1353616,Currencyshares Swedish Krona Trust,
1353617,Currencyshares Mexican Peso Trust,
1353633,Asian Development Frontier Inc.,Blue SKY Petroleum Inc.Intervia Inc.
1353722,"Mewbourne Energy Partners 06-A, L.P.",
1353741,"OCM Holdco, LLC",
1353748,"Mewbourne Energy Partners 07-A, L.P.",
1353970,China XD Plastics CO LTD,
1353972,"Huiheng Medical, Inc.",
1354027,"Skyshop Logistics, Inc.",
1354030,Organic Sales & Marketing Inc,
1354071,"China Pediatric Pharmaceuticals, Inc.",
1354174,"SBT Bancorp, Inc.",
1354213,BIG Bear Mining Corp.,
1354217,Volcano Corp,
1354309,FSP Phoenix Tower Corp,
1354327,"Pgt, Inc.",
1354371,Pplus Trust Series Rrd-1,
1354513,"CTC Media, Inc.",
1354591,"Petlife Pharmaceuticals, Inc.","ECO Ventures Group, Inc.Modern Renewable Technologies, Inc."
1354730,Powershares DB G10 Currency Harvest Fund,
1354752,Harland Clarke Holdings Corp,
1354772,Northeast Community Bancorp Inc,
1354866,Security Devices International Inc.,
1354942,"Newcardio, Inc.",
1355001,Realogy Group LLC,Realogy Corp
1355042,China Auto Logistics Inc,
1355096,Liberty Interactive Corp,Liberty Media Corp
1355128,OCZ Technology Group Inc,
1355242,"Shrink Nanotechnologies, Inc.",
1355250,Cellceutix Corp,
1355304,"U-Swirl, Inc.",Healthy Fast Food Inc
1355420,USA Graphite Inc.,Magnum OIL Inc.
1355451,"Vgtel, Inc.",
1355559,Telupay International Inc,I-Level Media Group Inc
1355607,Santa Lucia Bancorp,
1355677,Mexus Gold US,
1355732,Borneo Resource Investments Ltd.,
1355754,Instructure Inc,
1355786,"Chicopee Bancorp, Inc.",
1355790,International Stem Cell Corp,
1355823,Roma Financial Corp,
1355835,"Soko Fitness & SPA Group, Inc.",
1355839,"Snap Interactive, Inc",
1355848,"Genius Brands International, Inc.",Pacific Entertainment Corp
1355855,Newport Bancorp Inc,
1355899,Pplus Trust Series Gsc-4,
1356090,Intrexon Corp,
1356093,"Creative Realities, Inc.",Wireless Ronin Technologies Inc
1356104,"Mellanox Technologies, Ltd.",
1356284,"Strats(Sm) Trust FOR Goldman Sachs Group Securities, Series 2006-2",
1356371,"American Lithium Minerals, Inc.",
1356564,"LEO Motors, Inc.",
1356576,Supernus Pharmaceuticals Inc,
1356857,Trius Therapeutics Inc,
1356949,Houston Wire & Cable CO,
1357115,Brekford Corp.,
1357204,"Dunkin' Brands Group, Inc.",
1357231,"Solera National Bancorp, Inc.",
13573,Bowl America Inc,
1357326,"Riverbed Technology, Inc.",
1357361,Atlas America Public #15-2006 (B) L.P.,
1357369,American Campus Communities Operating Partnership LP,
1357371,Breitburn Energy Partners LP,Breitburn Energy Partners L.P.
1357459,"Neuralstem, Inc.",
1357531,"Velatel Global Communications, Inc.",China TEL Group Inc
1357594,Clean Power Concepts Inc.,
1357615,"Kbr, Inc.",
1357642,Sentry Petroleum Ltd.,
1357660,"Strats(Sm) Trust FOR Allstate Corp Securities, Series 2006-3",
1357671,"Jerrick Media Holdings, Inc.","Great Plains Holdings, Inc.Lilm, Inc."
1357787,Flag Intermediate Holdings Corp,
1357838,STW Resources Holding Corp.,
1357861,Pplus Trust Series Ltd-1,
1357878,"Peptide Technologies, Inc.",Creenergy Corp
1357939,"Proper Power & Energy, Inc.",
1357971,Energy Services OF America Corp,
1358057,"Lifecare Holdings, Inc.",
1358071,Concho Resources Inc,
1358099,Ocean Electric Inc.,Gold Holding Corp.Gold Holdings Corp
1358190,Orient Paper Inc.,
1358254,"ES Bancshares, Inc.",
1358356,"Porter Bancorp, Inc.",
1358403,"Bellicum Pharmaceuticals, Inc",
1358483,"Everyday Health, Inc.",
1358633,"Intelligent Buying, Inc.",
1358651,Neiman Marcus Group LTD LLC,"Neiman Marcus Group LTD Inc.Neiman Marcus, Inc."
1358654,"RED Metal Resources, Ltd.",
1358762,Reata Pharmaceuticals Inc,
1358831,Legacy Reserves LP,
1359425,"Intcomex, Inc.",
1359504,"Bizzingo, Inc.","Phreadz, Inc."
1359527,"SGS International, Inc.",
1359555,Pendrell Corp,ICO Global Communications (Holdings) LTD
1359687,"RED Trail Energy, LLC",
1359699,"Wholehealth Products, Inc.",Gulf Western Petroleum Corp
1359841,Hanesbrands Inc.,
1359931,Proteon Therapeutics Inc,
1360214,"Imprimis Pharmaceuticals, Inc.",Transdel Pharmaceuticals Inc
1360334,Alamo Energy Corp.,
1360442,"Cannabis Sativa, Inc.",Ultra SUN Corp
1360474,CRC Health Corp,
1360530,"Vitamin Shoppe, Inc.",
1360564,Focus Gold Corp,
1360565,"Where Food Comes From, Inc.","Integrated Management Information, Inc."
1360604,"Healthcare Trust OF America, Inc.","Healthcare Trust OF America Holdings, LP"
1360683,"Talmer Bancorp, Inc.",
1360752,Filewarden.Com,Success Exploration & Resources Inc
1360886,"Osiris Therapeutics, Inc.",
1360901,Evercore Partners Inc.,
1361025,DCP Holding CO,
1361103,Complete Genomics Inc,
1361113,Varonis Systems Inc,
1361248,Tetralogic Pharmaceuticals Corp,
1361312,"Western Iowa Energy, L.L.C.",
1361394,"Affinion Group, Inc.",
1361470,Mavenir Systems Inc,
1361538,Primoris Services Corp,
1361540,"Globalink, Ltd.",
1361658,Wyndham Worldwide Corp,
1361709,Susser Holdings Corp,
1361872,"Westway Group, Inc.",
1361917,Srkp 10 Inc,
1361937,"EV Energy Partners, LP",
1361955,"Kogeto, Inc.","Northeast Automotive Holdings, Inc."
1361983,Orbcomm Inc.,
1362004,"ICF International, Inc.",
1362180,PSM Holdings Inc,
1362190,Audioeye Inc,
1362468,Allegiant Travel CO,
1362491,Metals USA Holdings Corp.,
1362502,"ALL American PET Company, Inc.",
1362516,"Cleartronic, Inc.",
1362703,"Oncbiomune Pharmaceuticals, Inc",Pediatrx Inc.Quint Media Inc.
1362705,Sanchez Production Partners LP,Constellation Energy Partners LLCSanchez Production Partners LLC
1362718,"Tianyin Pharmaceutical Co., Inc.",
1362925,Planet Payment Inc,
1362988,Aircastle LTD,
1363254,Pegasi Energy Resources Corporation.,
1363343,USA Zhimingde International Group Corp,Marketing Acquisition Corp
1363488,Waterpure International,
1363573,"MV Portfolios, Inc.",California Gold Corp.
1363829,Enstar Group LTD,
1363851,Catamaran Corp,SXC Health Solutions Corp.
1363958,"Western Capital Resources, Inc.",
1364099,"Innophos Holdings, Inc.",
1364100,"CAL Dive International, Inc.",
1364123,Pioneer Exploration Inc.,
1364208,"Zevotek, Inc",
1364250,Douglas Emmett Inc,
1364397,Ridgewood Energy T Fund LLC,
1364479,Herc Holdings Inc,Hertz Global Holdings Inc
1364541,Eagle Rock Energy Partners L P,
1364560,"Helix Wind, Corp.",
1364652,"Ipayment Holdings, Inc",
1364742,Blackrock Inc.,
1364856,"Monarch Financial Holdings, Inc.",
1364885,"Spirit Aerosystems Holdings, Inc.",
1364896,"Medpro Safety Products, Inc.",
1364954,"Chegg, Inc",
1364962,Imperva Inc,
1365022,"Vampt America, Inc.",Coronado Corp.
1365038,Demand Media Inc.,
1365101,Primo Water Corp,
1365135,Western Union CO,
1365160,Domark International Inc.,
1365216,"Sucampo Pharmaceuticals, Inc.",
1365357,"Zzll Information Technology, Inc","Baoshinn CorpGreen Standard Technologies, Inc."
1365388,"Gulf & Orient Steamship Company, Ltd.",
1365555,"Amtrust Financial Services, Inc.",
1365748,Novamex Energy Inc.,"Blugrass Energy, Inc.Nogal Energy, Inc."
1365784,"Bioshaft Water Technology, Inc.",
1365794,Chino Commercial Bancorp,
1365832,Cybra Corp,
1365916,"Amyris, Inc.",
1365997,Bank OF THE Carolinas Corp,
1366246,GLU Mobile Inc,
1366312,"Juhl Energy, Inc","Juhl Wind, Inc"
1366317,Mattmar Minerals Inc,
1366340,"Finjan Holdings, Inc.",Converted Organics Inc.
1366367,Yadkin Financial Corp,Yadkin Valley Financial Corp
1366391,Rocky Mountain Plantings Inc,
1366407,Double Crown Resources Inc.,Denarii Resources Inc.
1366541,"Q Therapeutics, Inc.","Grace 2, Inc.Q Holdings, Inc."
1366649,Dialogic Inc.,
1366684,Homeaway Inc,
1366744,Homeland Energy Solutions LLC,
1366823,"Spring Creek Healthcare Systems, Inc.",
1366826,"Piedmont Mining Company, Inc.",
1366868,"Globalstar, Inc.",
1366928,AEP Texas Central Transition Funding II LLC,
1366986,"Skagit State Bancorp, Inc.",
1367064,"Archrock Partners, L.P.","Exterran Partners, L.P."
1367083,"Oculus Innovative Sciences, Inc.",
1367306,Powershares DB Multi-Sector Commodity Trust,
1367311,"Dakota Plains Holdings, Inc.",MCT Holding Corp
1367387,Exterra Energy Inc.,
1367396,Supermedia Inc.,
1367408,Sino American OIL CO,
1367416,"MIT Holding, Inc.",
1367617,Cybermesh International Corp.,
1367644,Emergent Biosolutions Inc.,
1367722,Spicy Pickle Franchising Inc,
1367832,Aurora Diagnostics Holdings LLC,
1367859,Citizens Community Bancorp Inc.,
1367898,"China Education International, Inc.",
1367920,"Concert Pharmaceuticals, Inc.",
1368007,Nyse Euronext,
1368055,"Zinco DO Brasil, Inc.",Turkpower Corp
1368148,"Athersys, Inc / NEW",
1368194,"Ipkv Holdings, Inc.",
1368196,Oriental Dragon Corp,
1368218,"Tootie PIE Company, Inc.",
1368252,Polonia Bancorp,
1368265,Clean Energy Fuels Corp.,
1368275,W&E Source Corp.,News OF China Inc
1368286,"Itech Medical, Inc.",
1368294,Chatter BOX Call Center Ltd.,
1368308,"Highpower International, Inc.",
1368309,Srkp 14 Inc,
1368310,Srkp 12 Inc,
1368365,"Remark Media, Inc.","HSW International, Inc."
1368457,Alberto-Culver CO,
1368458,"Sally Beauty Holdings, Inc.",
1368506,"R&R Acquisition X, Inc",
1368507,"R&R Acquisition IX, Inc",
1368510,"R&R Acquisition Viii, Inc",
1368513,"R&R Acquisition Vii, Inc",
1368514,"Adma Biologics, Inc.","R&R Acquisition VI, Inc"
1368568,"Dalian Capital Group, Inc.",
1368620,Bioflamex Corp,
1368622,Aerovironment Inc,
1368637,Rockdale Resources Corp,"ART Design, Inc."
1368714,Nilam Resources Inc.,
1368745,"Yanglin Soybean, Inc.",
1368757,"GTJ Reit, Inc.",
1368761,"Start Scientific, Inc.","Secure Netwerks, Inc."
1368765,Umami Sustainable Seafood Inc.,
1368775,"Burlington Coat Factory Investments Holdings, Inc.",
1368900,"Gatehouse Media, Inc.",
1368954,"Reef Global Energy Viii, L.P.",
1368964,"LA Cortez Energy, Inc.",
1368993,"Wafergen Bio-Systems, Inc.",
1369140,Rainearth Inc.,
1369203,HK Battery Technology Inc,"Nevada Gold Holdings, Inc."
1369233,"Ufood Restaurant Group, Inc.",
1369444,Mizati Luxury Alloy Wheels Inc,
1369568,"Catalyst Pharmaceuticals, Inc.","Catalyst Pharmaceutical Partners, Inc."
1369628,Commodity Advisors Fund L.P.,
1369688,MS Structured Saturns Series 2006-2,
1369748,Fnds3000 Corp,
1369774,"Shiner International, Inc.",
1369786,"Sagent Pharmaceuticals, Inc.",
1369795,Gyrotron Technology Inc,
1369817,"Onebeacon Insurance Group, Ltd.",
1369868,"China Biologic Products, Inc.",
1370030,Bio-Amd Inc.,
1370291,"First California Financial Group, Inc.",
1370292,Verify Smart Corp.,
1370450,"Willdan Group, Inc.",
1370489,"Bluefire Renewables, Inc.",
1370544,Smoky Market Foods Inc,
1370637,Etsy Inc,
1370754,"Special Value Continuation Partners, LP",
1370755,TCP Capital Corp.,
1370804,Medical Imaging Corp.,Diagnostic Imaging International Corp
1370816,"FBC Holding, Inc.",FBC Holding Inc.
1370880,"Fireeye, Inc.",
1370914,"Florida Bank Group, Inc.",
1370946,Owens Corning,
1371128,Biosolar Inc,
1371217,Enteromedics Inc,
1371247,Mackenzie Taylor Minerals Inc.,
1371285,Trupanion Inc.,
1371310,Neologic Animation Inc,China Forest Energy Corp.Narnia Corp.
1371424,Royal Mines & Minerals Corp,
1371446,FBR & CO.,FBR Capital Markets Corp
1371451,Highwater Ethanol LLC,
1371473,"Znomics, Inc.",
1371474,"Scout Exploration, Inc",
1371487,"Eqco2, Inc.","Cleantech Transit, Inc."
1371489,Information Services Group Inc.,
1371534,Gold Dynamics Corp.,
1371571,Powershares DB US Dollar Index Trust,
1371781,"World Energy Solutions, Inc.",
1371782,MV OIL Trust,
1372000,Universal Power Group Inc.,
1372020,Great Lakes Dredge & Dock Corp,
1372041,Paetec Holding Corp.,
1372167,"PAN Ocean Container Supplies, Ltd.",Nevaeh Enterprises Ltd.
1372183,"Monaker Group, Inc.","Next 1 Interactive, Inc."
1372184,"Radiant Creations Group, Inc.",Nova Mining Corp
1372267,"ONE Bio, Corp.",
1372299,Histogenics Corp,
1372336,Liberty Energy Corp.,
1372375,Millennial Media Inc.,
1372414,"Aerohive Networks, Inc",
1372514,Eyegate Pharmaceuticals Inc,
1372533,"Green Planet Group, Inc.",
1372605,Chatsworth Acquisitions I Inc,
1372612,BOX Inc,
1372620,Kalex Corp,
1372664,"Comverge, Inc.",
1372807,"Kcap Financial, Inc.",Kohlberg Capital Corp
1372813,"Animal Health International, Inc.",
1372954,"Gryphon Resources, Inc.",
1373024,"Guinness Exploration, Inc",
1373149,"RJS Development, Inc.",
1373150,Tresor Corp,Good Earth Land Sales CO
1373179,Alphametrix Managed Futures LLC,Alphametrix Managed Futures LLC (Aspect Series)
1373206,"Strats Trust FOR News Corp. Securities, Series 2006-4",
1373444,Italk Inc.,Sopac Cellular Solutions Inc.
1373485,"Cross Border Resources, Inc.",
1373525,"First Capital Bancorp, Inc.",
1373561,"Newstar Financial, Inc.",
1373670,"Green Brick Partners, Inc.",Biofuel Energy Corp.
1373683,"Silvan Industries, Inc.","China Forestry Industry Group, Inc."
1373690,American Paramount Gold Corp.,
1373707,Tetraphase Pharmaceuticals Inc,
1373715,"Servicenow, Inc.",
1373761,Nyxio Technologies Corp,"LED Power Group, Inc."
1373792,"Clean Transportation Group, Inc.",
1373835,Spectra Energy Corp.,
1373846,"China Internet Cafe Holdings Group, Inc.",
1373853,NEW America Energy Corp.,
1373980,"Heelys, Inc.",
1373988,Essex Rental Corp.,
1374128,Entellus Medical Inc,
1374135,"Biocube, Inc.",
1374310,"Cboe Holdings, Inc.",
1374328,"Fitlife Brands, Inc.","Bond Laboratories, Inc."
1374535,Altra Industrial Motion Corp.,"Altra Holdings, Inc."
1374536,"Medytox Solutions, Inc.","Casino Players, Inc."
1374567,"Luvu Brands, Inc.","Liberator, Inc."
1374584,Geopulse Exploration Inc.,
1374690,"Zafgen, Inc.",
1374694,Wells Mid-Horizon Value-Added Fund I LLC,
1374783,MSB Financial Corp.,
1374845,Tamm OIL & GAS Corp.,
1374881,Kingfish Holding Corp,Kesselring Holding Corporation.
1374976,"Northport Network Systems, Inc.",
1374985,Atlas Resources Public #16-2007 (A) L.P.,
1374993,Nextwave Wireless Inc.,
1375063,Synthesis Energy Systems Inc,
1375151,"Zogenix, Inc.",
1375195,3dicon Corp,
1375200,Nupathe Inc.,
1375205,Ur-Energy Inc,
1375247,"Obagi Medical Products, Inc.",
1375271,"Eloqua, Inc.",
1375320,"Hampden Bancorp, Inc.",
1375348,Golden Star Resource Corp.,
1375365,"Super Micro Computer, Inc.",
1375424,Oncure Holdings Inc,
1375483,SKY Digital Stores Corp.,Yellowcake Mining Inc.
1375495,Solar Acquisition Corp.,
1375514,Montage Technology Group LTD,
1375554,"Bill THE Butcher, Inc.",
1375557,"Guidance Software, Inc.",
1375576,"Lithium Exploration Group, Inc.",
1375596,Universal Gold Mining Corp.,
1375618,"Amazing Energy OIL & Gas, CO.",Gold Crest Mines Inc
1375685,Bthc X Inc,
1375686,"THT Heat Transfer Technology, Inc.",
1375793,GTX Corp,
1375796,Tremor Video Inc.,
1375814,Mxenergy Holdings Inc,
1375850,Hubei Minkang Pharmaceutical Ltd.,
1375911,"Isdera North America, Inc.",
1376056,Structured Products Corp Corts Trust V FOR IBM Debentures,
1376067,"Venture Lending & Leasing V, Inc.",
1376074,"Leaf Equipment Leasing Income Fund Iii, L.P.",
1376139,CVR Energy Inc,
1376227,"United States Natural GAS Fund, LP",
1376228,Kedem Pharmaceuticals Inc.,Global Health Ventures Inc.
1376231,"VPR Brands, LP.",Soleil Capital L.P.
1376316,Nexgen Applied Solutions Inc,Indie Growers AssociationViking Minerals Inc.
1376321,"Chinanet Online Holdings, Inc.",
1376339,"Mimedx Group, Inc.",
1376502,"Paneltech International Holdings, Inc.",
1376556,"Vaughan Foods, Inc.",
1376567,"Hughes Network Systems, LLC",
1376610,Allied Nevada Gold Corp.,
1376668,General Automotive CO,
1376755,"Latitude 360, Inc.","Kingdom Koncrete, Inc."
1376793,"Cavitation Technologies, Inc.",
1376804,"Vnue, Inc.",Buckingham Exploration Inc.Tierra Grande Resources Inc.
1376812,Patriot Coal Corp,
1376866,8888 Acquisition Corp,
1376912,Rockies Region 2006 Limited Partnership,
1376986,Tennessee Valley Authority,
1377013,Time Warner Cable Inc.,
1377040,"Avra Surgical Robotics, Inc.",RFG Acquisition II Inc.
1377053,Atheronova Inc.,
1377145,Wilson Creek Mining Corp.,
1377149,Careview Communications Inc,
1377167,Pacific OIL CO,"KAT Racing, Inc.Prairie West OIL & Gas, Ltd."
1377178,Ridgewood Energy U Fund LLC,
1377256,"Qingdao Footwear, Inc.",
1377318,"Hunt Global Resources, Inc.",
1377469,"Pegasus Tel, Inc.","Pegasus Tel, Inc"
1377490,Pinpoint Advance Corp,
1377630,"National Cinemedia, Inc.",
1377720,Cyberdefender Corp,
1377789,"Aviat Networks, Inc.",
1377848,"Icon Leasing Fund Twelve, LLC",
1377888,Power OF THE Dream Ventures Inc,
1377936,Saratoga Investment Corp.,
1377940,"Border Management, Inc.",
1377963,Westmont Resources Inc.,
1377967,Structured Products Corp. Corts Trust VI FOR IBM Debentures,
1378020,Beneficial Mutual Bancorp Inc,
1378076,Vansen Pharma Inc.,"Okana Ventures, Inc."
1378125,Blink Couture Inc.,
1378140,"Ocean Power Technologies, Inc.",
1378195,"Mogul Energy International, Inc.",
1378270,"China Agri-Business, Inc.",
1378453,Travelcenters OF America LLC,
1378590,"Bridgeline Digital, Inc.",
1378624,"Cellular Biomedicine Group, Inc.",Eastbridge Investment Group Corp
1378625,Golden Century Resources LTD,
1378706,American DG Energy Inc,
1378718,"Wesco Aircraft Holdings, Inc",
1378774,Sentio Healthcare Properties Inc,"Cornerstone Healthcare Plus Reit, Inc."
1378846,"Interclick, Inc.",
1378946,"People'S United Financial, Inc.",
1378948,Trilliant Exploration Corp,
1378950,"U.S. Auto Parts Network, Inc.",
1378992,Berry Plastics Group Inc,
1379006,"Nanoviricides, Inc.",
1379041,"Employers Holdings, Inc.",
1379043,"Duke Mountain Resources, Inc",
1379075,FSP 50 South Tenth Street Corp,
1379245,"Peartrack Security Systems, Inc.","Ecologic Transportation, Inc."
1379246,Body Central Corp,
1379378,Duncan Energy Partners L.P.,
1379396,GCA I Acquisition Corp,
1379404,"Corporate Backed Callable Trust Certificates, J.C. Penny Debenture-Backed Series 2006-1 Trust",
1379527,Wisdomtree Continuous Commodity Index Master Fund,Greenhaven Continuous Commodity Index Master Fund
1379606,Wisdomtree Continuous Commodity Index Fund,Greenhaven Continuous Commodity Index Fund
1379661,Targa Resources Partners LP,
1379699,Digital Development Group Corp,"Regency Resources, Inc."
1379714,"Sabine Pass Lng, L.P.",
1379725,"Agrisolar Solutions, Inc.",
1379763,Atlas America Series 27-2006 L.P.,Atlas America Series 27-2006 LP
1379785,Triangle Capital Corp,
1379810,"Ruby Creek Resources, Inc.",
1379895,Dynegy Inc.,
1380024,"Sentisearch, Inc.",
1380277,"Infrax Systems, Inc.",
1380393,Fortress Investment Group LLC,
1380412,HK Graphene Technology Corp,"Angstron Holdings CorpHK International Group, Inc.Loreto Resources Corp."
1380509,"Hff, Inc.",
1380528,GC China Turbine Corp.,
1380706,"China Domestica Bio-Technology Holdings, Inc.",
1380713,Cortronix Biomedical Advancement Technologies Inc.,Pana-Minerales S.A.
1380846,"Tristate Capital Holdings, Inc.",
1380856,Aprecia Inc,
1381054,Hydrogen Future Corp,A5 Laboratories Inc.
1381105,"Plastic2oil, Inc.","Jbi, Inc."
